artwork_id,catalog_title,catalog_artist,object_type,source_provider,source_page,source_identifier,source_filename,local_cached_asset_path,rights_status,license,match_method,wikidata_label,wikidata_inventory,wikidata_p18,wikidata_louvre_linked,identity_evidence,identity_status,token_overlap,title_overlap
cl010059968,Énée et Didon,"Guérin, Pierre-Narcisse",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:%C3%89n%C3%A9e_et_Didon_-_Pierre-Narcisse_Gu%C3%A9rin_-_Mus%C3%A9e_du_Louvre_Peintures_RF_762.jpg,Q19008597,Énée_et_Didon_-_Pierre-Narcisse_Guérin_-_Musée_du_Louvre_Peintures_RF_762.jpg,exports\louvre\recognition_assets\cache\cl010059968.jpg,APPROVED,Public domain,wikidata_p217_inventory_exact,Dido and Aeneas,RF 762,Énée et Didon - Pierre-Narcisse Guérin - Musée du Louvre Peintures RF 762.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.5,0.1818
cl010062411,L' Ange gardien,"Fetti, Domenico",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Domenico_Fetti_-_The_Guardian_Angel_Protecting_a_Child_from_the_Empire_of_the_Demon_-_WGA7849.jpg,Q18573333,Domenico_Fetti_-_The_Guardian_Angel_Protecting_a_Child_from_the_Empire_of_the_Demon_-_WGA7849.jpg,exports\louvre\recognition_assets\cache\cl010062411.jpg,APPROVED,Public domain,wikidata_p217_inventory_exact,The Guardian Angel,INV 282;MR 214,Domenico Fetti - The Guardian Angel Protecting a Child from the Empire of the Demon - WGA7849.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.1538,0.0
cl010063611,"Portrait d'homme à l'antique, dit autrefois Portrait d'un Dinteville. Fragment?","Chretien, Pseudo Félix",,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Pseudo_f%C3%A9lix_chr%C3%A9tien_(forse_bartholomeus_pons),_ritratto_d%27uomo_all%27antica,_borgogna_1535-1550_ca..JPG",Q19820067,"Pseudo_félix_chrétien_(forse_bartholomeus_pons),_ritratto_d'uomo_all'antica,_borgogna_1535-1550_ca..JPG",exports\louvre\recognition_assets\cache\cl010063611.jpg,APPROVED,CC BY 3.0,wikidata_p217_inventory_exact,Portrait of a Man in Antique Style,RF 1971 18;RF 1971-18,"Pseudo félix chrétien (forse bartholomeus pons), ritratto d'uomo all'antica, borgogna 1535-1550 ca..JPG",False,insufficient strong identity evidence,UNRESOLVED,0.2083,0.0952
cl010066103,Combat de Minerve contre Mars,"David, Jacques-Louis",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:The_Combat_Of_Mars_And_Minerva.jpg,Q2984817,The_Combat_Of_Mars_And_Minerva.jpg,exports\louvre\recognition_assets\cache\cl010066103.jpg,APPROVED,Public domain,wikidata_p217_inventory_exact,The Fight Between Mars and Minerva,INV 3695;MR 1441,The Combat Of Mars And Minerva.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.4167,0.2857
cl010066878,La Charité,"Blanchard, Jacques",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Blanchard_Allegory_of_Charity.jpg,Q29864647,Blanchard_Allegory_of_Charity.jpg,exports\louvre\recognition_assets\cache\cl010066878.jpg,APPROVED,Public domain,wikidata_p217_inventory_exact,Charity,INV 2610;MR 1199,Blanchard Allegory of Charity.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.2857,0.0
cl010100716,"Table ""à la bourgogne""","Oeben, Jean-François",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Table_%27%C3%A0_la_Bourgogne%27_-_Jean-Fran%C3%A7ois_Oeben_-_Mus%C3%A9e_du_Louvre_Objets_d%27Art_OA_10001.jpg,Q122646780,Table_'à_la_Bourgogne'_-_Jean-François_Oeben_-_Musée_du_Louvre_Objets_d'Art_OA_10001.jpg,exports\louvre\recognition_assets\cache\cl010100716.jpg,APPROVED,CC0,wikidata_p217_inventory_exact,"Table ""à la Bourgogne""",OA 10001,Table 'à la Bourgogne' - Jean-François Oeben - Musée du Louvre Objets d'Art OA 10001.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.4118,0.2
cl010059495,Flore et amours avec des fruits et des guirlandes de fleurs,"Ykens, Frans",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Frans_Ykens_-_Flore_0000133687_OG.jpg,Q29644503,Frans_Ykens_-_Flore_0000133687_OG.jpg,exports\louvre\recognition_assets\cache\cl010059495.jpg,APPROVED,Public domain,wikidata_p217_inventory_exact,Flore,MI 1333,Frans Ykens - Flore 0000133687 OG.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.2143,0.1111
cl010095342,Carquois de section cylindrique,"Desjardins, Martin (Van den Bogaert Martin, dit)",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Captifs_Desjardins_Louvre_RF4410_-_1.jpg,Q26974941,Captifs_Desjardins_Louvre_RF4410_-_1.jpg,exports\louvre\recognition_assets\cache\cl010095342.jpg,APPROVED,CC BY 2.0,wikidata_p217_inventory_exact,Four Captives,RF 4407;RF 4408;RF 4409;RF 4410;RF 4411;RF 4412;RF 4413;RF 4414;RF 4415;RF 4416;RF 4417;RF 4418;RF 4419;RF 4420;RF 4421;RF 4422;RF 4423;RF 4424;RF 4425;RF 4426;RF 4427;RF 4428;RF 4429;RF 4430;RF 4431;RF 4432,Captifs Desjardins Louvre RF4410 - 1.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0476,0.0
cl010109084,Coupe ronde,"Palissy, Bernard",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Hyacinthe_Rigaud_-_Pierre_Mignard_-_Versailles_MV_3578.jpg,Q57563907,Hyacinthe_Rigaud_-_Pierre_Mignard_-_Versailles_MV_3578.jpg,exports\louvre\recognition_assets\cache\cl010109084.jpg,APPROVED,Public domain,wikidata_p217_inventory_exact,Pierre Mignard,INV 7509;MR 2392;MV 3578,Hyacinthe Rigaud - Pierre Mignard - Versailles MV 3578.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010092488,Figure de femme,France,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Figure_de_femme_-_Mus%C3%A9e_du_Louvre_Sculptures_MR_3557_;_N_15136.jpg,Q122050261,Figure_de_femme_-_Musée_du_Louvre_Sculptures_MR_3557_;_N_15136.jpg,exports\louvre\recognition_assets\cache\cl010092488.jpg,APPROVED,CC0,wikidata_p217_inventory_exact,Figure de femme,MR 3557;N 15136,Figure de femme - Musée du Louvre Sculptures MR 3557 ; N 15136.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.2,0.2857
cl010101033,Compas de proportion,"Choisy, Jean",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Sector_20-OA_10804-IMG_3620.JPG,Q83487984,Sector_20-OA_10804-IMG_3620.JPG,exports\louvre\recognition_assets\cache\cl010101033.jpg,APPROVED,CC BY-SA 3.0 fr,wikidata_p217_inventory_exact,sector,OA 10804,Sector 20-OA 10804-IMG 3620.JPG,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010116092,Assiette : combat entre Hannibal et Flaminius,Atelier des Fontana,,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Statue_de_Livie_(Louvre,_Ma_1242).jpg",Q115668914,"Statue_de_Livie_(Louvre,_Ma_1242).jpg",exports\louvre\recognition_assets\cache\cl010116092.jpg,APPROVED,Public domain,wikidata_p217_inventory_exact,Livia Drusilla,MR 259;Ma 1242;N 80,"Statue de Livie (Louvre, Ma 1242).jpg",False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010120564,élément de statue,,,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Yeux_-_AO_19504,_AO_19505.jpg",Q58898832,"Yeux_-_AO_19504,_AO_19505.jpg",exports\louvre\recognition_assets\cache\cl010120564.jpg,APPROVED,CC0,wikidata_p217_inventory_exact,votive eyes,AO 19504;AO 19505,"Yeux - AO 19504, AO 19505.jpg",False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010008140,Coudée de Maya,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Measuring_ruler-N_1538-IMG_4492-gradient.jpg,Q54889338,Measuring_ruler-N_1538-IMG_4492-gradient.jpg,exports\louvre\recognition_assets\cache\cl010008140.jpg,APPROVED,CC BY-SA 3.0 fr,wikidata_p217_inventory_exact,measuring ruler-N 1538,N 1538,Measuring ruler-N 1538-IMG 4492-gradient.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010278478,statuette,groupe de Syros,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Feminine_figure-Ma_4997-IMG_4954-gradient.jpg,Q54867863,Feminine_figure-Ma_4997-IMG_4954-gradient.jpg,exports\louvre\recognition_assets\cache\cl010278478.jpg,APPROVED,CC BY-SA 3.0 fr,wikidata_p217_inventory_exact,Feminine figure-Ma 4997,Ma 4997,Feminine figure-Ma 4997-IMG 4954-gradient.jpg,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010059589,Philosophe aux lunettes,"Giordano, Luca",,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Luca_giordano,_filosofo,_1660_ca._01.JPG",Q18573363,"Luca_giordano,_filosofo,_1660_ca._01.JPG",exports\louvre\recognition_assets\cache\cl010059589.jpg,APPROVED,CC BY-SA 3.0,wikidata_p217_inventory_exact,Philosopher with Eyeglasses,MI 895,"Luca giordano, filosofo, 1660 ca. 01.JPG",False,insufficient strong identity evidence,UNRESOLVED,0.1667,0.0
cl010060786,La Prédication d'un apôtre dans des ruines d'architecture d'ordre dorique,"Panini, Giovanni Paolo",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:La_Pr%C3%A9dication_d%27un_ap%C3%B4tre_dans_des_ruines_d%27architecture_d%27ordre_dorique_-_Giovanni_Paolo_Panini_-_Mus%C3%A9e_du_Louvre_Peintures_INV_408_;_MR_372.jpg,Q18573441,La_Prédication_d'un_apôtre_dans_des_ruines_d'architecture_d'ordre_dorique_-_Giovanni_Paolo_Panini_-_Musée_du_Louvre_Peintures_INV_408_;_MR_372.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Apostle Paul Preaching on the Ruins,INV 408;MR 372,La Prédication d'un apôtre dans des ruines d'architecture d'ordre dorique - Giovanni Paolo Panini - Musée du Louvre Peintures INV 408 ; MR 372.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.5238,0.35
cl010061300,Vierge à l'Enfant,Romanino,,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Romanino,_madonna_col_bambino,_1520-1550_ca..JPG",Q18565929,"Romanino,_madonna_col_bambino,_1520-1550_ca..JPG",,APPROVED,CC BY 3.0,wikidata_p217_inventory_exact,Madonna and Child,RF 1984 1;RF 1984-1,"Romanino, madonna col bambino, 1520-1550 ca..JPG",False,insufficient strong identity evidence,UNRESOLVED,0.0833,0.0
cl010061749,Paysage avec ruines,"Napoletano, Filippo (Filippo d'Angeli, dit)",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Filippo)_Anonym_(deutsch)_(Napoletano_(18._Jhrdt.)_-_Landschaft_mit_Ruine_und_Staffage_-_1810_-_F%C3%BChrermuseum.jpg,Q60448429,Filippo)_Anonym_(deutsch)_(Napoletano_(18._Jhrdt.)_-_Landschaft_mit_Ruine_und_Staffage_-_1810_-_Führermuseum.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Heroic landscape,1810;9388;MNR 723,Filippo) Anonym (deutsch) (Napoletano (18. Jhrdt.) - Landschaft mit Ruine und Staffage - 1810 - Führermuseum.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.1,0.0
cl010062514,Diogène jetant son écuelle,"Poussin, Nicolas",,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Poussin,_Nicolas_-_Landscape_with_Diogenes_-_c._1647.jpg",Q19944031,"Poussin,_Nicolas_-_Landscape_with_Diogenes_-_c._1647.jpg",,APPROVED,Public domain,wikidata_p217_inventory_exact,Landscape with Diogenes,INV 7308;MR 2330,"Poussin, Nicolas - Landscape with Diogenes - c. 1647.jpg",False,insufficient strong identity evidence,UNRESOLVED,0.1818,0.0
cl010062853,Tête de saint Jean Baptiste,"Solario, Andrea",,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Andrea_solario,_testa_del_battista.jpg",Q3985176,"Andrea_solario,_testa_del_battista.jpg",,APPROVED,Public domain,wikidata_p217_inventory_exact,The Head of Saint John the Baptist on a Charger,MI 735,"Andrea solario, testa del battista.jpg",False,insufficient strong identity evidence,UNRESOLVED,0.1875,0.0769
cl010063010,Le Miracle du saint Voult,Anonyme,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Le_Miracle_du_saint_Voult_-_Mus%C3%A9e_du_Louvre_PeinturesRF_2556_bis.jpg,Q29654621,Le_Miracle_du_saint_Voult_-_Musée_du_Louvre_PeinturesRF_2556_bis.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Le Miracle du saint Voult,RF 2556 BIS;RF 2556 bis,Le Miracle du saint Voult - Musée du Louvre PeinturesRF 2556 bis.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.25,0.375
cl010063051,La Fondation de l'ordre des Trinitaires,"Carreño de Miranda, Juan",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:La_Fondation_de_l%27ordre_des_Trinitaires_-_Juan_Carre%C3%B1o_de_Miranda_;_Francisco_Rizi_-_Mus%C3%A9e_du_Louvre_Peintures_RF_1964_36.jpg,Q18811444,La_Fondation_de_l'ordre_des_Trinitaires_-_Juan_Carreño_de_Miranda_;_Francisco_Rizi_-_Musée_du_Louvre_Peintures_RF_1964_36.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,The Foundation Mass of the Trinitarian Order,RF 1964 36;RF 1964-36,La Fondation de l'ordre des Trinitaires - Juan Carreño de Miranda ; Francisco Rizi - Musée du Louvre Peintures RF 1964 36.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.4118,0.1875
cl010063373,L'arrivée des moissonneurs dans les marais Pontins,"Robert, Léopold",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:L%27Arriv%C3%A9e_des_moissonneurs_dans_les_marais_Pontins_-_L%C3%A9opold_Robert_-_Mus%C3%A9e_du_Louvre_Peintures_INV_7663.jpg,Q29840234,L'Arrivée_des_moissonneurs_dans_les_marais_Pontins_-_Léopold_Robert_-_Musée_du_Louvre_Peintures_INV_7663.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,The arrival of the reapers in the Pontine marshes,INV 7663,L'Arrivée des moissonneurs dans les marais Pontins - Léopold Robert - Musée du Louvre Peintures INV 7663.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.4706,0.3125
cl010064282,Les Pantoufles,"Hoogstraten, Samuel van",,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:The_slippers,_by_Samuel_van_Hoogstraten.jpg",Q15874406,"The_slippers,_by_Samuel_van_Hoogstraten.jpg",,APPROVED,Public domain,wikidata_p217_inventory_exact,View of an Interior,RF 3722,"The slippers, by Samuel van Hoogstraten.jpg",False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.3333,0.0
cl010064351,Le Mariage mystique de sainte Catherine,"Parmesan (Francesco Mazzola, dit Il Parmigianino, ou Le)",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Le_Mariage_mystique_de_sainte_Catherine_-_Parmigianino_-_Mus%C3%A9e_du_Louvre_Peintures_RF_1992_411.jpg,Q3851963,Le_Mariage_mystique_de_sainte_Catherine_-_Parmigianino_-_Musée_du_Louvre_Peintures_RF_1992_411.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Mystic Marriage of St. Catherine,RF 1992 411;RF 1992-411,Le Mariage mystique de sainte Catherine - Parmigianino - Musée du Louvre Peintures RF 1992 411.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.375,0.3333
cl010064490,Nature morte aux huîtres et aux coings,"Recco, Giovanni Battista",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Still-Life_with_Oysters_and_Quinces_-_Giuseppe_Recco_-_Louvre_RF_1977-11.jpg,Q18573647,Still-Life_with_Oysters_and_Quinces_-_Giuseppe_Recco_-_Louvre_RF_1977-11.jpg,,APPROVED,CC BY-SA 4.0,wikidata_p217_inventory_exact,Still-Life with Oysters and Quinces,RF 1977 11;RF 1977-11,Still-Life with Oysters and Quinces - Giuseppe Recco - Louvre RF 1977-11.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0556,0.0
cl010064672,Réunion familiale en plein-air,"Tilborg, Gillis van",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Gillis_van_Tilborch_-_Family_reunion_in_the_open_air.jpg,Q60448435,Gillis_van_Tilborch_-_Family_reunion_in_the_open_air.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Family reunion in the open air,MNR 825,Gillis van Tilborch - Family reunion in the open air.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.3077,0.2222
cl010064816,Le Portement de croix,"Martini, Simone",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Simone_Martini_067.jpg,Q3225814,Simone_Martini_067.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,The Carrying of the Cross,INV 670 bis,Simone Martini 067.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.2222,0.0
cl010065043,L'Ange de l'Annonciation,"Giovannetti, Matteo",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:L%27Ange_de_l%27Annonciation_-_Matteo_Giovannetti_-_Mus%C3%A9e_du_Louvre_Peintures_RF_1996_4.jpg,Q18573023,L'Ange_de_l'Annonciation_-_Matteo_Giovannetti_-_Musée_du_Louvre_Peintures_RF_1996_4.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,The Angel of the Annunciation,RF 1996 4,L'Ange de l'Annonciation - Matteo Giovannetti - Musée du Louvre Peintures RF 1996 4.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.4167,0.2
cl010065532,Portrait d'une femme noire,"Benoist, Marie Guillemine, née Le Roulx de La Ville ou Laville-Leroulx",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Portrait_d%27une_femme_noire_-_Marie-Guillemine_Benoist_Mus%C3%A9e_du_Louvre_Peintures_INV_2508.jpg,Q1923320,Portrait_d'une_femme_noire_-_Marie-Guillemine_Benoist_Musée_du_Louvre_Peintures_INV_2508.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Portrait of Madeleine,INV 2508,Portrait d'une femme noire - Marie-Guillemine Benoist Musée du Louvre Peintures INV 2508.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.3889,0.25
cl010066070,La Vierge à l'Enfant,"Metsys, Quentin",,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Quentin_Massys-The_Virgin_and_Child,1529,Mus%C3%A9e_du_Louvre,_Paris.jpg",Q19968950,"Quentin_Massys-The_Virgin_and_Child,1529,Musée_du_Louvre,_Paris.jpg",,APPROVED,Public domain,wikidata_p217_inventory_exact,Madonna and Child,RF 1475,"Quentin Massys-The Virgin and Child,1529,Musée du Louvre, Paris.jpg",False,insufficient strong identity evidence,UNRESOLVED,0.1333,0.0
cl010066317,"Retable de Boulbon. La Trinité avec le Christ de douleur, debout dans le tombeau, et saint Agricol lui présentant un donateur",Anonyme,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:F0084_Louvre_Retable_de_Boulbon_RF1536.jpg,Q24939535,F0084_Louvre_Retable_de_Boulbon_RF1536.jpg,,APPROVED,CC BY-SA 4.0,wikidata_p217_inventory_exact,Boulbon Altarpiece,RF 1536,F0084 Louvre Retable de Boulbon RF1536.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.0909,0.1111
cl010066455,La Séance de portrait,"Traversi, Gaspare",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Traversi_-_La_S%C3%A9ance_de_portrait_02.jpg,Q18573432,Traversi_-_La_Séance_de_portrait_02.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,The Sitting,RF 1990 1;RF 1990-1,Traversi - La Séance de portrait 02.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.375,0.5
cl010067056,Sainte Apolline,"Roberti, Ercole de",,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Ercole_de%27_roberti,_sant%27apollonia_01.jpg",Q18573072,"Ercole_de'_roberti,_sant'apollonia_01.jpg",,APPROVED,Public domain,wikidata_p217_inventory_exact,Saint Apollonia,RF 1271 A;RF 1271 a,"Ercole de' roberti, sant'apollonia 01.jpg",False,insufficient strong identity evidence,UNRESOLVED,0.2222,0.0
cl010067346,Portrait du banquier Anton Fugger (1493-1560),"Maler, Hans",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Anton_fugger_by_hans_maler.jpg,Q58125695,Anton_fugger_by_hans_maler.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Portrait of Anton Fugger,RF 2002 28,Anton fugger by hans maler.jpg,True,Wikidata P217 inventory + Louvre collection/location + P18 file + title/metadata agreement,VERIFIED,0.4545,0.375
cl010090779,Chrysès,"Slodtz, Michel-Ange",,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Michel-ange_slodtz,_chrys%C3%A9s_in_terracotta_1740_circa.JPG",Q87454615,"Michel-ange_slodtz,_chrysés_in_terracotta_1740_circa.JPG",,APPROVED,CC BY 2.5,wikidata_p217_inventory_exact,Chrysès,ENT 1984.22;MNC 25154,"Michel-ange slodtz, chrysés in terracotta 1740 circa.JPG",False,insufficient strong identity evidence,UNRESOLVED,0.2667,0.1429
cl010091138,"Hélène de Chambes-Montsoreau, femme de Philippe de Commynes ( + 1531)",France,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Jeanne_de_Penthi%C3%A8vre_-_Louvre_L.P._2665_(Room_12).jpg,Q87452169,Jeanne_de_Penthièvre_-_Louvre_L.P._2665_(Room_12).jpg,,APPROVED,CC BY 3.0,wikidata_p217_inventory_exact,Eléments de la chapelle de Commynes (dite aussi d'Argenton) dans l'église des Grands Augustins de Paris,LP 2665;LP 449;LP 47;ML 90;N 15200;N 15201;N 15202;N 15203;RF 3130 à RF 3145,Jeanne de Penthièvre - Louvre L.P. 2665 (Room 12).jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0278,0.0476
cl010091303,La Vierge adorant l'Enfant en présence de saint Jean Baptiste enfant et de deux chérubins,"Della Robbia, Andrea",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Tondo_Della_Robbia_Louvre_LP3410.jpg,Q87337634,Tondo_Della_Robbia_Louvre_LP3410.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Madonna adoring the sleeping Child with St. John the Baptist as a child and two cherubims,LP 3410;N 15029,Tondo Della Robbia Louvre LP3410.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.0857,0.0
cl010091955,Vénus sortant du bain,"Allegrain, Christophe-Gabriel",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:CF6640_Louvre_Claude_Gellee_Ulysse_remet_Chryseis_INV4718_v3_rwk.jpg,Q18762387,CF6640_Louvre_Claude_Gellee_Ulysse_remet_Chryseis_INV4718_v3_rwk.jpg,,APPROVED,CC BY 4.0,wikidata_p217_inventory_exact,Odysseus returns Chryseis to Her Father,INV 4718;MR 1747,CF6640 Louvre Claude Gellee Ulysse remet Chryseis INV4718 v3 rwk.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010092176,Portrait d'ecclésiastique,Italie Latium Rome,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Jean_Nocret_-_Louis_XIV_et_la_famille_royale_-_Google_Art_Project.jpg,Q18683325,Jean_Nocret_-_Louis_XIV_et_la_famille_royale_-_Google_Art_Project.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Mythological portrait of Louis XIV and the royal family,INV 6980;MR 2155;MV 2157,Jean Nocret - Louis XIV et la famille royale - Google Art Project.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0417,0.0714
cl010092704,Dromadaire d'Égypte harnaché,"Barye, Antoine Louis",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Dromadaire_d%27%C3%89gypte_harnach%C3%A9_-_Antoine_Louis_Barye_-_Mus%C3%A9e_du_Louvre_Sculptures_OA_5803.jpg,Q121484481,Dromadaire_d'Égypte_harnaché_-_Antoine_Louis_Barye_-_Musée_du_Louvre_Sculptures_OA_5803.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,Dromadaire d'Égypte harnaché,OA 5803,Dromadaire d'Égypte harnaché - Antoine Louis Barye - Musée du Louvre Sculptures OA 5803.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.4118,0.3
cl010099607,"Plaque : Le cheval de Troie, d'un ensemble de onze plaques (OA 7550 à OA 7559 et OA 6596)",Maître de l'Enéide,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Le_Cheval_de_Troie_-_Mus%C3%A9e_du_Louvre_Objets_d%27art_OA_7553.jpg,Q115549456,Le_Cheval_de_Troie_-_Musée_du_Louvre_Objets_d'art_OA_7553.jpg,exports\louvre\recognition_assets\cache\cl010099607.jpg,APPROVED,Public domain,wikidata_p217_inventory_exact,"Le Cheval de Troie, d'un ensemble de onze plaques",OA 7553,Le Cheval de Troie - Musée du Louvre Objets d'art OA 7553.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.2917,0.3571
cl010108571,Crosseron : Serpent et Agneau de Dieu,Anonyme,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Crozier_lamb_Louvre_OA7267.jpg,Q87710549,Crozier_lamb_Louvre_OA7267.jpg,exports\louvre\recognition_assets\cache\cl010108571.jpg,APPROVED,Public domain,wikidata_p217_inventory_exact,crozier representing a lamb,OA 7267,Crozier lamb Louvre OA7267.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010111542,"Patène ""Stoclet""",Anonyme,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Paten_pietre_dure_Louvre_OA11878.jpg,Q87707471,Paten_pietre_dure_Louvre_OA11878.jpg,exports\louvre\recognition_assets\cache\cl010111542.jpg,APPROVED,Public domain,wikidata_p217_inventory_exact,paten,OA 11878,Paten pietre dure Louvre OA11878.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
